案发时间,案件类型,区域分布,点名次数,纬度,经度
201409,扒窃,丰台区大红门,1,39.83914,116.40512
201409,扒窃,丰台区马家堡,1,39.852848,116.37915
201409,扒窃,海淀区恩济庄,1,39.9275,116.28275
201409,扒窃,海淀区卧佛寺,1,40.006676,116.20805
201409,扒窃,西城区阜外大街,1,39.92339,116.34581
201409,盗窃机动车,朝阳区管庄,1,39.908535,116.597466
201409,拎包盗窃,丰台区新发地,1,39.81228,116.34063
201409,撬砸汽车,朝阳区潘家园,1,39.87745,116.44892
201409,撬砸汽车,朝阳区十八里店,1,39.84223,116.484985
201409,撬砸汽车,丰台区樊家村,1,39.845154,116.31192
201409,撬砸汽车,丰台区丰台镇,1,39.870472,116.28041
201409,撬砸汽车,丰台区玉泉营,1,39.846184,116.350975
201409,撬砸汽车,丰台区云岗,1,39.80503,116.17659
201409,撬砸汽车,海淀区田村,1,39.93033,116.244995
201409,入室盗窃,朝阳区八里庄,1,39.914806,116.48062
201409,入室盗窃,朝阳区东风,1,39.93854,116.505325
201409,入室盗窃,朝阳区来广营,1,40.024036,116.46376
201409,入室盗窃,朝阳区十八里店,1,39.84223,116.484985
201409,入室盗窃,朝阳区小武基,1,39.86038,116.48931
201409,入室盗窃,东城区天坛,1,39.89247,116.44387
201409,入室盗窃,东城区永外,1,39.86261,116.396545
201409,入室盗窃,丰台区丰台镇,1,39.870472,116.28041
201409,入室盗窃,丰台区马家堡,1,39.852848,116.37915
201409,入室盗窃,丰台区岳各庄,1,39.881096,116.273705
201409,入室盗窃,丰台区朱家坟,1,39.809517,116.18754
201409,入室盗窃,海淀区恩济庄,1,39.9275,116.28275
201409,入室盗窃,海淀区上庄,1,40.09698,116.215675
201409,入室盗窃,海淀区田村,2,39.93033,116.244995
201409,入室盗窃,石景山区八宝山,1,39.906998,116.24176
201409,入室盗窃,石景山区苹果园,1,39.90807,116.20131
201409,入室盗窃,西城区德胜门外,1,39.953094,116.37947
201409,入室盗窃,西城区广外,1,39.891296,116.33615
201409,入室盗窃,西城区展览路,1,39.932034,116.34452
201409,诈骗,朝阳区呼家楼,1,39.918316,116.4685
201409,诈骗,朝阳区建国门外,1,39.908543,116.449425
201409,诈骗,朝阳区南磨房,1,39.883575,116.478
201409,诈骗,朝阳区潘家园,1,39.87745,116.44892
201409,诈骗,朝阳区三间房,1,39.91374,116.57621
201409,诈骗,东城区安外大街,1,39.958866,116.40817
201409,诈骗,东城区朝阳门,1,39.9164,116.43099
201409,诈骗,丰台区丰台镇,1,39.870472,116.28041
201409,诈骗,丰台区马家堡,1,39.852848,116.37915
201409,诈骗,丰台区岳各庄,2,39.881096,116.273705
201409,诈骗,海淀区北太平庄,1,39.95355,116.36396
201409,诈骗,海淀区大钟寺,1,39.9641,116.34217
201409,诈骗,海淀区海淀,1,39.990406,116.295525
201409,诈骗,海淀区花园路,1,39.977524,116.36569
201409,诈骗,海淀区万寿寺,1,39.951084,116.312355
201409,诈骗,西城区德胜门外,4,39.953094,116.37947
201410,扒窃,朝阳区王四营,1,39.874344,116.53131
201410,扒窃,东城区王府井大街,1,39.91618,116.41117
201410,扒窃,丰台区樊家村,1,39.845154,116.31192
201410,扒窃,丰台区丰台镇,2,39.870472,116.28041
201410,扒窃,丰台区马家堡,2,39.852848,116.37915
201410,扒窃,丰台区南苑镇,1,39.798252,116.3792
201410,扒窃,海淀区大钟寺,1,39.9641,116.34217
201410,扒窃,西城区西单大街,1,39.914146,116.37316
201410,盗窃机动车,朝阳区平房,2,39.937176,116.530685
201410,盗窃机动车,丰台区科技园区,2,39.814003,116.29198
201410,拎包盗窃,丰台区樊家村,4,39.845154,116.31192
201410,撬砸汽车,朝阳区东风,2,39.93854,116.505325
201410,撬砸汽车,朝阳区花家地,1,39.976486,116.47079
201410,撬砸汽车,朝阳区平房,1,39.937176,116.530685
201410,撬砸汽车,朝阳区十八里店,1,39.84223,116.484985
201410,撬砸汽车,朝阳区王四营,1,39.874344,116.53131
201410,撬砸汽车,丰台区六里桥,1,39.883266,116.311005
201410,撬砸汽车,丰台区青塔,1,39.89301,116.26413
201410,撬砸汽车,丰台区四合庄,1,39.834747,116.31092
201410,撬砸汽车,丰台区岳各庄,1,39.881096,116.273705
201410,撬砸汽车,海淀区四季青,1,39.953846,116.27644
201410,撬砸汽车,海淀区苏家坨,1,40.08027,116.16458
201410,撬砸汽车,海淀区永定路,2,39.912945,116.26467
201410,撬砸汽车,海淀区中关村西区,1,39.98643,116.337364
201410,撬砸汽车,石景山区鲁谷,1,39.903286,116.237625
201410,撬砸汽车,石景山区苹果园,1,39.90807,116.20131
201410,入室盗窃,朝阳区常营,1,39.95175,116.58444
201410,入室盗窃,朝阳区大屯,1,39.999626,116.450645
201410,入室盗窃,朝阳区劲松,1,39.884216,116.458916
201410,入室盗窃,朝阳区南磨房,1,39.883575,116.478
201410,入室盗窃,朝阳区小武基,1,39.86038,116.48931
201410,入室盗窃,东城区北新桥,1,39.94087,116.41682
201410,入室盗窃,东城区东直门,1,39.941296,116.42647
201410,入室盗窃,丰台区樊家村,1,39.845154,116.31192
201410,入室盗窃,丰台区丰台镇,1,39.870472,116.28041
201410,入室盗窃,丰台区南苑镇,1,39.798252,116.3792
201410,入室盗窃,丰台区张郭庄,1,39.854874,116.18968
201410,入室盗窃,丰台区长辛店,1,39.82419,116.2085
201410,入室盗窃,海淀区恩济庄,2,39.9275,116.28275
201410,入室盗窃,海淀区海淀,1,39.990406,116.295525
201410,入室盗窃,海淀区田村,2,39.93033,116.244995
201410,入室盗窃,石景山区八角,1,39.91396,116.203415
201410,入室盗窃,石景山区鲁谷,1,39.903286,116.237625
201410,入室盗窃,石景山区新古城,1,39.906612,116.222984
201410,入室盗窃,西城区阜外,1,39.923733,116.34773
201410,入室盗窃,西城区广外,1,39.891296,116.33615
201410,入室盗窃,西城区展览路,1,39.932034,116.34452
201410,诈骗,朝阳区大屯,3,39.999626,116.450645
201410,诈骗,朝阳区建国门外,1,39.908543,116.449425
201410,诈骗,朝阳区潘家园,1,39.87745,116.44892
201410,诈骗,东城区朝阳门,1,39.9164,116.43099
201410,诈骗,东城区永外,1,39.86261,116.396545
201410,诈骗,丰台区樊家村,1,39.845154,116.31192
201410,诈骗,丰台区丰台镇,1,39.870472,116.28041
201410,诈骗,丰台区六里桥,1,39.883266,116.311005
201410,诈骗,丰台区马家堡,1,39.852848,116.37915
201410,诈骗,丰台区玉泉营,1,39.846184,116.350975
201410,诈骗,海淀区大钟寺,2,39.9641,116.34217
201410,诈骗,海淀区恩济庄,1,39.9275,116.28275
201410,诈骗,海淀区花园路,1,39.977524,116.36569
201410,诈骗,海淀区万寿寺,1,39.951084,116.312355
201410,诈骗,西城区德外,1,39.962746,116.38592
201410,诈骗,西城区二龙路,1,39.911785,116.366135
201410,诈骗,西城区牛街,1,39.88637,116.36366
201410,诈骗,西城区月坛,1,39.915623,116.35329
201410,诈骗,西城区展览路,1,39.932034,116.34452
201411,扒窃,丰台区大红门,2,39.83914,116.40512
201411,扒窃,丰台区马家堡,1,39.852848,116.37915
201411,盗窃机动车,丰台区南苑镇,1,39.798252,116.3792
201411,拎包盗窃,朝阳区十八里店,1,39.84223,116.484985
201411,拎包盗窃,丰台区樊家村,1,39.845154,116.31192
201411,撬砸汽车,朝阳区垡头,2,39.854683,116.51442
201411,撬砸汽车,朝阳区来广营,1,40.024036,116.46376
201411,撬砸汽车,朝阳区王四营,1,39.874344,116.53131
201411,撬砸汽车,东城区体育馆路,1,39.883987,116.42606
201411,撬砸汽车,丰台区青塔,1,39.89301,116.26413
201411,撬砸汽车,海淀区大钟寺,1,39.9641,116.34217
201411,撬砸汽车,海淀区东升,1,39.9953,116.3344
201411,撬砸汽车,石景山区苹果园,1,39.90807,116.20131
201411,入室盗窃,朝阳区常营,1,39.95175,116.58444
201411,入室盗窃,朝阳区东坝,1,39.972008,116.55506
201411,入室盗窃,朝阳区楼梓庄,1,39.974392,116.59601
201411,入室盗窃,朝阳区十八里店,1,39.84223,116.484985
201411,入室盗窃,东城区东花市,1,39.895752,116.4334
201411,入室盗窃,东城区龙潭,1,39.87715,116.444565
201411,入室盗窃,丰台区丰台镇,2,39.870472,116.28041
201411,入室盗窃,丰台区青塔,1,39.89301,116.26413
201411,入室盗窃,海淀区恩济庄,1,39.9275,116.28275
201411,入室盗窃,海淀区上地,1,40.030952,116.319824
201411,入室盗窃,海淀区田村,1,39.93033,116.244995
201411,入室盗窃,石景山区鲁谷,2,39.903286,116.237625
201411,入室盗窃,石景山区苹果园,1,39.90807,116.20131
201411,入室盗窃,西城区阜外大街,2,39.92339,116.34581
201411,诈骗,朝阳区崔各庄,1,40.027264,116.49433
201411,诈骗,朝阳区东坝,1,39.972008,116.55506
201411,诈骗,朝阳区东风,1,39.93854,116.505325
201411,诈骗,东城区东交民巷,1,39.902588,116.409065
201411,诈骗,丰台区科技园区,2,39.814003,116.29198
201411,诈骗,丰台区六里桥,1,39.883266,116.311005
201411,诈骗,海淀区大钟寺,1,39.9641,116.34217
201411,诈骗,海淀区海淀,1,39.990406,116.295525
201411,诈骗,海淀区上地,1,40.030952,116.319824
201411,诈骗,西城区二龙路,2,39.911785,116.366135
201411,诈骗,西城区月坛,2,39.915623,116.35329
201412,扒窃,朝阳区朝外大街,1,39.922882,116.44858
201412,扒窃,朝阳区大屯,1,39.999626,116.450645
201412,扒窃,朝阳区呼家楼,1,39.918316,116.4685
201412,扒窃,丰台区大红门,2,39.83914,116.40512
201412,扒窃,丰台区蒲黄榆,1,39.867184,116.42162
201412,扒窃,海淀区万寿寺,1,39.951084,116.312355
201412,扒窃,石景山区鲁谷,1,39.903286,116.237625
201412,扒窃,西城区昌平龙园,1,39.91229,116.36587
201412,扒窃,西城区密云城关,1,39.91229,116.36587
201412,扒窃,西城区西单大街,2,39.914146,116.37316
201412,扒窃,西城区展览路,1,39.932034,116.34452
201412,盗窃非机动车,丰台区马家堡,1,39.852848,116.37915
201412,盗窃非机动车,海淀区四季青,1,39.953846,116.27644
201412,盗窃非机动车,西城区密云西宾河,1,39.91229,116.36587
201412,盗窃非机动车,西城区陶然亭,1,39.88038,116.38483
201412,盗窃非机动车,西城区天桥,1,39.885284,116.39666
201412,盗窃非机动车,西城区新街口,1,39.940624,116.3727
201412,盗窃机动车,海淀区恩济庄,1,39.9275,116.28275
201412,拎包盗窃,朝阳区十八里店,1,39.84223,116.484985
201412,拎包盗窃,丰台区樊家村,1,39.845154,116.31192
201412,拎包盗窃,丰台区蒲黄榆,1,39.867184,116.42162
201412,拎包盗窃,丰台区玉泉营,1,39.846184,116.350975
201412,撬砸汽车,朝阳区常营,1,39.95175,116.58444
201412,撬砸汽车,朝阳区高碑店,1,39.8996,116.52837
201412,撬砸汽车,朝阳区劲松,1,39.884216,116.458916
201412,撬砸汽车,朝阳区来广营,1,40.024036,116.46376
201412,撬砸汽车,朝阳区六里屯,1,39.930466,116.48552
201412,撬砸汽车,朝阳区小红门,1,39.82863,116.461525
201412,撬砸汽车,朝阳区小武基,1,39.86038,116.48931
201412,撬砸汽车,丰台区马家堡,1,39.852848,116.37915
201412,撬砸汽车,丰台区岳各庄,1,39.881096,116.273705
201412,撬砸汽车,海淀区上庄,1,40.09698,116.215675
201412,撬砸汽车,海淀区田村,1,39.93033,116.244995
201412,撬砸汽车,海淀区万寿寺,1,39.951084,116.312355
201412,撬砸汽车,海淀区西山,1,39.959286,116.23288
201412,撬砸汽车,石景山区八宝山,1,39.906998,116.24176
201412,撬砸汽车,西城区广外,1,39.891296,116.33615
201412,入室盗窃,朝阳区崔各庄,1,40.027264,116.49433
201412,入室盗窃,朝阳区东坝,1,39.972008,116.55506
201412,入室盗窃,朝阳区东风,3,39.93854,116.505325
201412,入室盗窃,朝阳区六里屯,1,39.930466,116.48552
201412,入室盗窃,东城区和平里,1,39.957153,116.42199
201412,入室盗窃,丰台区石榴园,2,39.84696,116.41445
201412,入室盗窃,丰台区岳各庄,2,39.881096,116.273705
201412,入室盗窃,丰台区张郭庄,1,39.854874,116.18968
201412,入室盗窃,丰台区长辛店,1,39.82419,116.2085
201412,入室盗窃,海淀区清河,1,39.95991,116.29806
201412,入室盗窃,海淀区上庄,2,40.09698,116.215675
201412,入室盗窃,海淀区田村,1,39.93033,116.244995
201412,入室盗窃,石景山区苹果园,1,39.90807,116.20131
201412,入室盗窃,西城区厂桥,1,39.93301,116.38013
201412,入室盗窃,西城区二龙路,1,39.911785,116.366135
201412,入室盗窃,西城区福绥境,1,39.927425,116.3606
201412,入室盗窃,西城区广内,1,39.888905,116.359375
201412,诈骗,朝阳区八里庄,1,39.914806,116.48062
201412,诈骗,丰台区卢沟桥,1,39.850163,116.22075
201412,诈骗,海淀区海淀,1,39.990406,116.295525
201412,诈骗,西城区广外,1,39.891296,116.33615
201501,扒窃,昌平区龙园,2,40.22066,116.2312
201501,扒窃,朝阳区高碑店,1,39.8996,116.52837
201501,扒窃,朝阳区劲松,1,39.884216,116.458916
201501,扒窃,朝阳区潘家园,1,39.87745,116.44892
201501,扒窃,朝阳区十八里店,1,39.84223,116.484985
201501,扒窃,丰台区大红门,1,39.83914,116.40512
201501,扒窃,海淀区恩济庄,1,39.9275,116.28275
201501,扒窃,海淀区万寿寺,1,39.951084,116.312355
201501,扒窃,西城区地安门,2,39.93343,116.39629
201501,扒窃,西城区阜外大街,1,39.92339,116.34581
201501,扒窃,西城区天桥,1,39.885284,116.39666
201501,扒窃,西城区西单大街,5,39.914146,116.37316
201501,扒窃,西城区西直门外大街,2,39.938744,116.34537
201501,扒窃,西城区展览路,4,39.932034,116.34452
201501,撬砸汽车,朝阳区八里庄,1,39.914806,116.48062
201501,撬砸汽车,朝阳区常营,1,39.95175,116.58444
201501,撬砸汽车,朝阳区劲松,1,39.884216,116.458916
201501,撬砸汽车,朝阳区南磨房,1,39.883575,116.478
201501,撬砸汽车,朝阳区三间房,1,39.91374,116.57621
201501,撬砸汽车,朝阳区王四营,1,39.874344,116.53131
201501,撬砸汽车,朝阳区小武基,1,39.86038,116.48931
201501,撬砸汽车,丰台区六里桥,1,39.883266,116.311005
201501,撬砸汽车,丰台区马家堡,1,39.852848,116.37915
201501,撬砸汽车,海淀区东升,1,39.9953,116.3344
201501,撬砸汽车,海淀区恩济庄,1,39.9275,116.28275
201501,撬砸汽车,平谷区兴谷,1,40.164177,117.118355
201501,入室盗窃,昌平区回龙观,1,40.06822,116.31366
201501,入室盗窃,朝阳区八里庄,1,39.914806,116.48062
201501,入室盗窃,朝阳区常营,2,39.95175,116.58444
201501,入室盗窃,朝阳区崔各庄,2,40.027264,116.49433
201501,入室盗窃,朝阳区东坝,3,39.972008,116.55506
201501,入室盗窃,朝阳区高碑店,1,39.8996,116.52837
201501,入室盗窃,朝阳区黑庄户,2,39.851646,116.59866
201501,入室盗窃,朝阳区平房,1,39.937176,116.530685
201501,入室盗窃,朝阳区三间房,2,39.91374,116.57621
201501,入室盗窃,朝阳区十八里店,2,39.84223,116.484985
201501,入室盗窃,朝阳区王四营,2,39.874344,116.53131
201501,入室盗窃,朝阳区小武基,3,39.86038,116.48931
201501,入室盗窃,东城区北新桥,1,39.94087,116.41682
201501,入室盗窃,丰台区樊家村,1,39.845154,116.31192
201501,入室盗窃,丰台区丰台镇,2,39.870472,116.28041
201501,入室盗窃,丰台区马家堡,1,39.852848,116.37915
201501,入室盗窃,丰台区南苑镇,1,39.798252,116.3792
201501,入室盗窃,丰台区青塔,1,39.89301,116.26413
201501,入室盗窃,丰台区石榴园,2,39.84696,116.41445
201501,入室盗窃,丰台区右安门,1,39.860855,116.36552
201501,入室盗窃,丰台区云岗,3,39.80503,116.17659
201501,入室盗窃,丰台区长辛店,1,39.82419,116.2085
201501,入室盗窃,丰台区朱家坟,1,39.809517,116.18754
201501,入室盗窃,海淀区花园路,1,39.977524,116.36569
201501,入室盗窃,海淀区清河,1,39.95991,116.29806
201501,入室盗窃,石景山区鲁谷,2,39.903286,116.237625
201501,入室盗窃,石景山区苹果园,1,39.90807,116.20131
201501,入室盗窃,石景山区新古城,1,39.906612,116.222984
201501,入室盗窃,西城区阜外大街,1,39.92339,116.34581
201501,诈骗,昌平区龙园,1,40.22066,116.2312
201501,诈骗,朝阳区大屯,1,39.999626,116.450645
201501,诈骗,朝阳区东湖,1,39.92147,116.44311
201501,诈骗,朝阳区呼家楼,1,39.918316,116.4685
201501,诈骗,朝阳区劲松,1,39.884216,116.458916
201501,诈骗,朝阳区酒仙桥,2,39.97657,116.49566
201501,诈骗,朝阳区潘家园,1,39.87745,116.44892
201501,诈骗,大兴区林校路,1,39.712624,116.33342
201501,诈骗,丰台区丰台镇,1,39.870472,116.28041
201501,诈骗,丰台区科技园区,1,39.814003,116.29198
201501,诈骗,丰台区六里桥,1,39.883266,116.311005
201501,诈骗,丰台区马家堡,1,39.852848,116.37915
201501,诈骗,海淀区大钟寺,3,39.9641,116.34217
201501,诈骗,海淀区恩济庄,2,39.9275,116.28275
201501,诈骗,海淀区海淀,1,39.990406,116.295525
201501,诈骗,海淀区花园路,1,39.977524,116.36569
201501,诈骗,海淀区上地,2,40.030952,116.319824
201501,诈骗,海淀区田村,1,39.93033,116.244995
201501,诈骗,海淀区万寿寺,2,39.951084,116.312355
201501,诈骗,海淀区中关村西区,1,39.98643,116.337364
201501,诈骗,密云区西滨河,2,40.368732,116.84079
201501,诈骗,西城区白纸坊,1,39.879333,116.359245
201501,诈骗,西城区德胜门外,1,39.953094,116.37947
201501,诈骗,西城区二龙路,3,39.911785,116.366135
201501,诈骗,西城区阜外大街,1,39.92339,116.34581
201501,诈骗,西城区广外,2,39.891296,116.33615
201501,诈骗,西城区展览路,2,39.932034,116.34452
201502,扒窃,朝阳区八里庄,1,39.914806,116.48062
201502,扒窃,朝阳区三里屯,1,39.937492,116.45529
201502,扒窃,丰台区石榴园,1,39.84696,116.41445
201502,扒窃,石景山区苹果园,1,39.90807,116.20131
201502,扒窃,西城区阜外大街,1,39.92339,116.34581
201502,扒窃,西城区西单大街,1,39.914146,116.37316
201502,入室盗窃,朝阳区八里庄,1,39.914806,116.48062
201502,入室盗窃,朝阳区南湖,1,40.001076,116.46281
201502,入室盗窃,朝阳区南磨房,1,39.883575,116.478
201502,入室盗窃,朝阳区潘家园,1,39.87745,116.44892
201502,入室盗窃,朝阳区平房,2,39.937176,116.530685
201502,入室盗窃,朝阳区十八里店,1,39.84223,116.484985
201502,入室盗窃,朝阳区王四营,2,39.874344,116.53131
201502,入室盗窃,朝阳区新源里,1,39.948402,116.44918
201502,入室盗窃,丰台区马家堡,1,39.852848,116.37915
201502,入室盗窃,海淀区恩济庄,1,39.9275,116.28275
201502,入室盗窃,西城区新街口,1,39.940624,116.3727
201502,诈骗,朝阳区八里庄,1,39.914806,116.48062
201502,诈骗,朝阳区大屯,1,39.999626,116.450645
201502,诈骗,朝阳区酒仙桥,1,39.97657,116.49566
201502,诈骗,朝阳区麦子店,1,39.946873,116.47346
201502,诈骗,海淀区大钟寺,1,39.9641,116.34217
201502,诈骗,西城区展览路,1,39.932034,116.34452
201503,扒窃,朝阳区安贞里,1,39.97511,116.40472
201503,扒窃,朝阳区八里庄,1,39.914806,116.48062
201503,扒窃,海淀区大钟寺,1,39.9641,116.34217
201503,扒窃,密云区城关,1,40.368732,116.84079
201503,盗窃非机动车,朝阳区劲松,1,39.884216,116.458916
201503,盗窃非机动车,朝阳区潘家园,1,39.87745,116.44892
201503,盗窃非机动车,丰台区六里桥,1,39.883266,116.311005
201503,盗窃非机动车,丰台区马家堡,1,39.852848,116.37915
201503,盗窃非机动车,丰台区南苑镇,1,39.798252,116.3792
201503,盗窃非机动车,海淀区大钟寺,1,39.9641,116.34217
201503,盗窃非机动车,海淀区田村,1,39.93033,116.244995
201503,盗窃非机动车,西城区阜外大街,1,39.92339,116.34581
201503,盗窃非机动车,西城区广安门内,1,39.889313,116.35737
201503,盗窃非机动车,西城区海淀田村,1,39.91229,116.36587
201503,盗窃非机动车,西城区上地,1,39.91229,116.36587
201503,盗窃非机动车,西城区天桥,1,39.885284,116.39666
201503,拎包盗窃,朝阳区劲松,1,39.884216,116.458916
201503,拎包盗窃,朝阳区十八里店,1,39.84223,116.484985
201503,拎包盗窃,丰台区樊家村,1,39.845154,116.31192
201503,拎包盗窃,海淀区万寿寺,1,39.951084,116.312355
201503,拎包盗窃,西城区西单大街,1,39.914146,116.37316
201503,入室盗窃,朝阳区八里庄,2,39.914806,116.48062
201503,入室盗窃,朝阳区常营,1,39.95175,116.58444
201503,入室盗窃,朝阳区将台,1,39.971912,116.4944
201503,入室盗窃,朝阳区平房,1,39.937176,116.530685
201503,入室盗窃,朝阳区三间房,2,39.91374,116.57621
201503,入室盗窃,朝阳区十八里店,2,39.84223,116.484985
201503,入室盗窃,东城区北新桥,1,39.94087,116.41682
201503,入室盗窃,丰台区岳各庄,1,39.881096,116.273705
201503,入室盗窃,石景山区鲁谷,1,39.903286,116.237625
201504,扒窃,朝阳区八里庄,1,39.914806,116.48062
201504,扒窃,朝阳区朝外大街,1,39.922882,116.44858
201504,扒窃,朝阳区劲松,1,39.884216,116.458916
201504,扒窃,朝阳区潘家园,1,39.87745,116.44892
201504,入室盗窃,朝阳区大屯,1,39.999626,116.450645
201504,入室盗窃,朝阳区管庄,1,39.908535,116.597466
201504,入室盗窃,朝阳区黄港,1,40.06244,116.49216
201504,入室盗窃,朝阳区劲松,1,39.884216,116.458916
201504,入室盗窃,朝阳区酒仙桥,1,39.97657,116.49566
201504,入室盗窃,朝阳区南磨房,1,39.883575,116.478
201504,入室盗窃,朝阳区平方,1,39.929733,116.5561
201504,入室盗窃,朝阳区平房,1,39.937176,116.530685
201504,入室盗窃,朝阳区三间房,3,39.91374,116.57621
201504,入室盗窃,丰台区岳各庄,3,39.881096,116.273705
201504,入室盗窃,丰台区张郭庄,1,39.854874,116.18968
201504,入室盗窃,海淀区田村,1,39.93033,116.244995
201504,入室盗窃,海淀区西山,1,39.959286,116.23288
201504,入室盗窃,海淀区羊坊店,1,39.904556,116.31909
201504,入室盗窃,怀柔区龙山,1,40.313507,116.626465
201505,盗窃非机动车,朝阳区劲松,1,39.884216,116.458916
201505,盗窃非机动车,朝阳区酒仙桥,1,39.97657,116.49566
201505,盗窃非机动车,朝阳区平房,1,39.937176,116.530685
201505,盗窃非机动车,朝阳区十八里店,1,39.84223,116.484985
201505,盗窃非机动车,海淀区北太平庄,1,39.95355,116.36396
201505,盗窃非机动车,海淀区东升,1,39.9953,116.3344
201505,盗窃非机动车,海淀区甘家口,1,39.923023,116.33464
201505,盗窃非机动车,海淀区双榆树,1,39.97188,116.32658
201505,盗窃机动车,朝阳区垡头,1,39.854683,116.51442
201505,盗窃机动车,朝阳区小武基,1,39.86038,116.48931
201505,盗窃机动车,海淀区西三旗,1,40.062317,116.35527
201505,盗窃机动车,平谷区渔阳,1,40.144505,117.118
201505,入室盗窃,昌平区龙园,1,40.22066,116.2312
201505,入室盗窃,昌平区天通苑,1,40.06094,116.41812
201505,入室盗窃,朝阳区大屯,1,39.999626,116.450645
201505,入室盗窃,朝阳区东风,1,39.93854,116.505325
201505,入室盗窃,朝阳区高碑店,1,39.8996,116.52837
201505,入室盗窃,朝阳区劲松,1,39.884216,116.458916
201505,入室盗窃,朝阳区南皋,1,40.004234,116.52377
201505,入室盗窃,朝阳区平房,1,39.937176,116.530685
201505,入室盗窃,朝阳区三间房,1,39.91374,116.57621
201505,入室盗窃,朝阳区小红门,1,39.82863,116.461525
201505,入室盗窃,大兴区清源路,1,39.742706,116.33374
201505,入室盗窃,丰台区樊家村,1,39.845154,116.31192
201505,入室盗窃,丰台区青塔,1,39.89301,116.26413
201505,入室盗窃,丰台区右安门,1,39.860855,116.36552
201505,入室盗窃,丰台区云岗,1,39.80503,116.17659
201505,入室盗窃,石景山区鲁谷,1,39.903286,116.237625
201506,盗窃非机动车,朝阳区劲松,1,39.884216,116.458916
201506,盗窃非机动车,朝阳区来广营,1,40.024036,116.46376
201506,盗窃非机动车,朝阳区南磨房,1,39.883575,116.478
201506,盗窃非机动车,朝阳区平房,2,39.937176,116.530685
201506,盗窃非机动车,朝阳区十八里店,1,39.84223,116.484985
201506,盗窃非机动车,东城区龙潭,1,39.87715,116.444565
201506,盗窃非机动车,东城区永外,1,39.86261,116.396545
201506,盗窃非机动车,海淀区北太平庄,1,39.95355,116.36396
201506,盗窃非机动车,海淀区大钟寺,1,39.9641,116.34217
201506,盗窃非机动车,海淀区东升,1,39.9953,116.3344
201506,盗窃非机动车,海淀区中关村,1,39.98643,116.337364
201506,盗窃非机动车,西城区广外,1,39.891296,116.33615
201506,入室盗窃,昌平区天通苑,2,40.06094,116.41812
201506,入室盗窃,朝阳区八里庄,1,39.914806,116.48062
201506,入室盗窃,朝阳区崔各庄,1,40.027264,116.49433
201506,入室盗窃,朝阳区高碑店,1,39.8996,116.52837
201506,入室盗窃,朝阳区将台,1,39.971912,116.4944
201506,入室盗窃,朝阳区金盏,1,40.003006,116.56865
201506,入室盗窃,朝阳区劲松,2,39.884216,116.458916
201506,入室盗窃,朝阳区平房,1,39.937176,116.530685
201506,入室盗窃,朝阳区三间房,1,39.91374,116.57621
201506,入室盗窃,朝阳区十八里店,1,39.84223,116.484985
201506,入室盗窃,朝阳区小武基,1,39.86038,116.48931
201506,入室盗窃,大兴区黄村,1,39.72098,116.40571
201506,入室盗窃,大兴区黄村镇,1,39.72773,116.34025
201506,入室盗窃,大兴区魏善庄,1,39.663746,116.42422
201506,入室盗窃,丰台区东铁匠营,1,39.85178,116.42128
201506,入室盗窃,丰台区樊家村,1,39.845154,116.31192
201506,入室盗窃,丰台区岳各庄,1,39.881096,116.273705
201507,盗窃非机动车,朝阳区奥运村,1,39.999767,116.37246
201507,盗窃非机动车,朝阳区劲松,1,39.884216,116.458916
201507,盗窃非机动车,朝阳区来广营,1,40.024036,116.46376
201507,盗窃非机动车,朝阳区十八里店,1,39.84223,116.484985
201507,盗窃非机动车,海淀区东升,1,39.9953,116.3344
201507,盗窃非机动车,海淀区西三旗,1,40.062317,116.35527
201507,盗窃非机动车,西城区广外,1,39.891296,116.33615
201507,拎包盗窃,朝阳区八里庄,1,39.914806,116.48062
201507,拎包盗窃,朝阳区十八里店,1,39.84223,116.484985
201507,拎包盗窃,东城区东交民巷,1,39.902588,116.409065
201507,拎包盗窃,丰台区新发地,1,39.81228,116.34063
201507,拎包盗窃,丰台区玉泉营,1,39.846184,116.350975
201507,拎包盗窃,平谷区渔阳,1,40.144505,117.118
201507,拎包盗窃,石景山区鲁谷,1,39.903286,116.237625
201507,拎包盗窃,西城区天桥,1,39.885284,116.39666
201507,拎包盗窃,西城区西单大街,1,39.914146,116.37316
201508,拎包盗窃,西城区天桥,0,39.885284,116.39666
201509,拎包盗窃,西城区西单大街,0,39.914146,116.37316
201510,扒窃,昌平区回龙观,1,40.06822,116.31366
201510,扒窃,朝阳区三间房,1,39.91374,116.57621
201510,扒窃,朝阳区十八里店,1,39.84223,116.484985
201510,扒窃,朝阳区双井,1,39.89403,116.46152
201510,扒窃,西城区西单大街,1,39.914146,116.37316
201510,入室盗窃,昌平区回龙观,2,40.06822,116.31366
201510,入室盗窃,昌平区天通苑,2,40.06094,116.41812
201510,入室盗窃,朝阳区八里庄,1,39.914806,116.48062
201510,入室盗窃,朝阳区管庄,1,39.908535,116.597466
201510,入室盗窃,朝阳区劲松,3,39.884216,116.458916
201510,入室盗窃,朝阳区来广营,1,40.024036,116.46376
201510,入室盗窃,朝阳区南磨房,2,39.883575,116.478
201510,入室盗窃,朝阳区平房,1,39.937176,116.530685
201510,入室盗窃,朝阳区三间房,2,39.91374,116.57621
201510,入室盗窃,朝阳区双井,1,39.89403,116.46152
